BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Abstract,Custom2,Custom3,Custom4,Custom5
7,,,"Akinbobola, Yemisi",Theorising the African digital public sphere: a West African odyssey,African Journalism Studies,36,4,October,47--65,2015,,,http://dx.doi.org/10.1080/23743670.2015.1119489,African Journalism Studies,,,,,Routledge,,,,,,,"ABSTRACTThis theoretical discussion about the impact of information and communication technologies on journalistic practices and the digital public spheres in West Africa, asks two key questions: 1) To what extent does the ICT-enabled impact on journalism practice contribute to the rejuvenation of the public sphere in African societies, and 2) What are the methodological changes of investigating these contributions? Scholars have argued that advances in ICTs can be used to initiate alternative forms of news production and citizen engagement that would either augment the efforts of the mainstream news media in African countries or, if need be, bypass the challenges they face. This argument sits well within current debates about the use and impact of ICTs on news consumption, journalistic practices, and the expansion of the public sphere. As many African countries still aspire towards functioning and modern democratic structures, there is a clear need for further academic discussion on, and empirical research into, this technology-led transformation of journalism. The connection of these challenges with the emancipation of the public sphere is evident, and thus we arrive at the questions this article addresses by drawing on published literature of both theoretical and empirical contexts, as well as the author's observations and research. ABSTRACTThis theoretical discussion about the impact of information and communication technologies on journalistic practices and the digital public spheres in West Africa, asks two key questions: 1) To what extent does the ICT-enabled impact on journalism practice contribute to the rejuvenation of the public sphere in African societies, and 2) What are the methodological changes of investigating these contributions? Scholars have argued that advances in ICTs can be used to initiate alternative forms of news production and citizen engagement that would either augment the efforts of the mainstream news media in African countries or, if need be, bypass the challenges they face. This argument sits well within current debates about the use and impact of ICTs on news consumption, journalistic practices, and the expansion of the public sphere. As many African countries still aspire towards functioning and modern democratic structures, there is a clear need for further academic discussion on, and empirical research into, this technology-led transformation of journalism. The connection of these challenges with the emancipation of the public sphere is evident, and thus we arrive at the questions this article addresses by drawing on published literature of both theoretical and empirical contexts, as well as the author's observations and research.",doi: 10.1080/23743670.2015.1119489,,,
7,,,"Albe, Virginie & Pedretti, Erminia",Introduction to the Special Issue on Courting Controversy: Socioscientific Issues and School Science and Technology/Introduction au numéro spécial sur rechercher la controverse: les questions socio-scientifiques dans les cours de sciences et de technologie à l'école,"Canadian Journal of Science, Mathematics and Technology Education",13,4,October,303--312,2013,,,http://dx.doi.org/10.1080/14926156.2013.847219,"Canadian Journal of Science, Mathematics and Technology Education",,,,,Routledge,,,,,,,"Abstract This Special Issue of the Canadian Journal of Science, Mathematics and Technology Education is aimed at extending the dialogue on socioscientific issues (SSIs) research, with an emphasis on the use of controversy in educational contexts. The emergence of research on SSIs can be understood in terms of: calls for renewal in science curriculum that set the stage for teaching scientific concepts and processes within a rich social, political, and ethical context; the development of a scientific and technical culture; a new alliance between science education and citizenship education; and increased interest in the use of argumentation in science education. Debates at the international level about deep changes in the modes of knowledge production; relationships across science, technology, society, and environment (STSE); and educational forms, contents, and aims have prompted the inclusion of issues and controversial topics in education. In our editorial we offer our thoughts on SSIs in school science and technology?in English (written by Erminia and Virginie) and in French (written by Virginie). Though the pieces were written independently emphasizing different aspects of SSIs, they also contain many overlapping ideas. We finish the editorial with a summary of the seven contributions to the Special Issue and hope that you enjoy the opportunity to engage with the arguments contained in the articles. Abstract This Special Issue of the Canadian Journal of Science, Mathematics and Technology Education is aimed at extending the dialogue on socioscientific issues (SSIs) research, with an emphasis on the use of controversy in educational contexts. The emergence of research on SSIs can be understood in terms of: calls for renewal in science curriculum that set the stage for teaching scientific concepts and processes within a rich social, political, and ethical context; the development of a scientific and technical culture; a new alliance between science education and citizenship education; and increased interest in the use of argumentation in science education. Debates at the international level about deep changes in the modes of knowledge production; relationships across science, technology, society, and environment (STSE); and educational forms, contents, and aims have prompted the inclusion of issues and controversial topics in education. In our editorial we offer our thoughts on SSIs in school science and technology?in English (written by Erminia and Virginie) and in French (written by Virginie). Though the pieces were written independently emphasizing different aspects of SSIs, they also contain many overlapping ideas. We finish the editorial with a summary of the seven contributions to the Special Issue and hope that you enjoy the opportunity to engage with the arguments contained in the articles.",doi: 10.1080/14926156.2013.847219,,,
7,,,"Anselin, Luc & Williams, Sarah",Digital neighborhoods,Journal of Urbanism: International Research on Placemaking and Urban Sustainability,,,September,1--24,2015,,,http://dx.doi.org/10.1080/17549175.2015.1080752,Journal of Urbanism: International Research on Placemaking and Urban Sustainability,,,,,Routledge,,,,,,,"With the advent of ?big data? there is an increased interest in using social media to describe city dynamics. This paper employs geo-located social media data to identify ?digital neighborhoods? ? those areas in the city where social media is used more often. Starting with geo-located Twitter and Foursquare data for the New York City region in 2014, we applied spatial clustering techniques to detect significant groupings or ?neighborhoods? where social media use is high or low. The results show that beyond the business districts, digital neighborhoods occur in communities undergoing shifting socio-demographics. Neighborhoods that are not digitally oriented tend to have higher proportion of minorities and lower incomes, highlighting a social?economic divide in how social media is used in the city. Understanding the differences in these neighborhoods can help city planners interested in generating economic development proposals, civic engagement strategies, and urban design ideas that target these areas. With the advent of ?big data? there is an increased interest in using social media to describe city dynamics. This paper employs geo-located social media data to identify ?digital neighborhoods? ? those areas in the city where social media is used more often. Starting with geo-located Twitter and Foursquare data for the New York City region in 2014, we applied spatial clustering techniques to detect significant groupings or ?neighborhoods? where social media use is high or low. The results show that beyond the business districts, digital neighborhoods occur in communities undergoing shifting socio-demographics. Neighborhoods that are not digitally oriented tend to have higher proportion of minorities and lower incomes, highlighting a social?economic divide in how social media is used in the city. Understanding the differences in these neighborhoods can help city planners interested in generating economic development proposals, civic engagement strategies, and urban design ideas that target these areas.",doi: 10.1080/17549175.2015.1080752,,,
7,,,"Bakardjieva, Maria",Mundane Citizenship: New Media and Civil Society in Bulgaria,Europe-Asia Studies,64,8,October,1356--1374,2012,,,http://dx.doi.org/10.1080/09668136.2012.712247,Europe-Asia Studies,,,,,Routledge,,,,,,,"Abstract This essay examines the new forms of civic and political engagement that the increasing accessibility of internet-based media has precipitated in the Bulgarian context. It discusses the results of three case studies which focus respectively on online forum discussions of a significant political event; a campaign of eco-protests; and the activism emerging from a website and forum dedicated to motherhood. The essay argues that new media have brought civic and political issues and the possibility to deliberate and act on them into the everyday lives of Bulgarians. As a result, the voice of Bulgarian civil society has grown stronger and has been able to penetrate the sphere of formal politics, sometimes with important consequences. Abstract This essay examines the new forms of civic and political engagement that the increasing accessibility of internet-based media has precipitated in the Bulgarian context. It discusses the results of three case studies which focus respectively on online forum discussions of a significant political event; a campaign of eco-protests; and the activism emerging from a website and forum dedicated to motherhood. The essay argues that new media have brought civic and political issues and the possibility to deliberate and act on them into the everyday lives of Bulgarians. As a result, the voice of Bulgarian civil society has grown stronger and has been able to penetrate the sphere of formal politics, sometimes with important consequences.",doi: 10.1080/09668136.2012.712247,,,
7,,,"Ball, William J.",Learning the Local Political Landscape with Geographic Information Systems (GIS),Journal of Political Science Education,5,3,July,198--213,2009,,,http://dx.doi.org/10.1080/15512160903035633,Journal of Political Science Education,,,,,Routledge,,,,,,,"The focus of the paper is on the transformative effect on student learning and engagement that results from using contemporary Geographic Information Systems (GIS) tools and directed reflection to engage in spatial learning about the politics (literally) surrounding the student. I report on the pedagogical advantages of using spatial analysis (especially embedded in GIS maps) and reflection to foster student engagement with, and learning of, the multidisciplinary foundations of local political conflicts. I present a community politics course that employs GIS (emphasizing goals and learning methods), discuss new developments in GIS tools that enable projects such as the one evaluated here, describe the neighborhood analysis project used in the course and present a detailed, multi-semester assessment of student projects that employs both qualitative data based on student reflections and a more quantitative review of their work. This paper provides a discussion and assessment of applying (GIS) technology to student self-awareness of, and engagement with, political issues in their own hometown. The focus of the paper is on the transformative effect on student learning and engagement that results from using contemporary Geographic Information Systems (GIS) tools and directed reflection to engage in spatial learning about the politics (literally) surrounding the student. I report on the pedagogical advantages of using spatial analysis (especially embedded in GIS maps) and reflection to foster student engagement with, and learning of, the multidisciplinary foundations of local political conflicts. I present a community politics course that employs GIS (emphasizing goals and learning methods), discuss new developments in GIS tools that enable projects such as the one evaluated here, describe the neighborhood analysis project used in the course and present a detailed, multi-semester assessment of student projects that employs both qualitative data based on student reflections and a more quantitative review of their work. This paper provides a discussion and assessment of applying (GIS) technology to student self-awareness of, and engagement with, political issues in their own hometown.",doi: 10.1080/15512160903035633,,,
7,,,"Becker, Amy B. & Copeland, Lauren",Networked publics: How connective social media use facilitates political consumerism among LGBT Americans,Journal of Information Technology & Politics,13,1,January,22--36,2016,,,http://dx.doi.org/10.1080/19331681.2015.1131655,Journal of Information Technology & Politics,,,,,Routledge,,,,,,,"ABSTRACTWe test whether connective use of social media mobilizes individuals to engage in political consumerism. Analyzing data from a 2013 survey of LGBT adults (N = 1,197), we find that those who use social media for connective activities, (e.g., to meet new LGBT friends, discuss LGBT issues), are significantly more likely to engage in boycotts or buycotts to promote equality. We find significant interactions between connective social media use and political interest. Specifically, connective social media use mobilizes people with low levels of political interest to participate and reinforces the likelihood that people with high levels of political interest participate. ABSTRACTWe test whether connective use of social media mobilizes individuals to engage in political consumerism. Analyzing data from a 2013 survey of LGBT adults (N = 1,197), we find that those who use social media for connective activities, (e.g., to meet new LGBT friends, discuss LGBT issues), are significantly more likely to engage in boycotts or buycotts to promote equality. We find significant interactions between connective social media use and political interest. Specifically, connective social media use mobilizes people with low levels of political interest to participate and reinforces the likelihood that people with high levels of political interest participate.",doi: 10.1080/19331681.2015.1131655,,,
7,,,"Bell, Larry",Engaging the Public in Public Policy,Museums & Social Issues,4,1,April,21--36,2009,,,http://dx.doi.org/10.1179/msi.2009.4.1.21,Museums & Social Issues,,,,,Routledge,,,,,,,"AbstractThe author advocates for the unique ability of science museums to educate visitors in socio-science and technology issues that influence policy, and also discusses the potential pitfalls museums face if programs step beyond the foundational science of subjective social issues, or more hazardously, mingle with politics. He analyzes three approaches open to museums navigating these territories, with examples of their exploratory implementation at the Museum of Science, Boston, ultimately concluding that the museum field should explore all three areas in tandem with the social science community. These three approaches?1) providing social science context for science issues; 2) becoming forums for dialog and debate; and 3) providing mechanisms for public views to be shared with scientists and policy makers?differ from the individual-based informal education ideals with which Bell and many museum professionals began their careers, reflecting the increasingly global nature of citizenry that museums may help to nurture. AbstractThe author advocates for the unique ability of science museums to educate visitors in socio-science and technology issues that influence policy, and also discusses the potential pitfalls museums face if programs step beyond the foundational science of subjective social issues, or more hazardously, mingle with politics. He analyzes three approaches open to museums navigating these territories, with examples of their exploratory implementation at the Museum of Science, Boston, ultimately concluding that the museum field should explore all three areas in tandem with the social science community. These three approaches?1) providing social science context for science issues; 2) becoming forums for dialog and debate; and 3) providing mechanisms for public views to be shared with scientists and policy makers?differ from the individual-based informal education ideals with which Bell and many museum professionals began their careers, reflecting the increasingly global nature of citizenry that museums may help to nurture.",doi: 10.1179/msi.2009.4.1.21,,,
7,,,"Caliendo, Stephen M.; Chod, Suzanne & Muck, William",Using Twitter to Increase Political Interest in Undergraduate Students,Journal of Political Science Education,,,February,1--19,2016,,,http://www.tandfonline.com/doi/abs/10.1080/15512169.2015.1082476,Journal of Political Science Education,,,,,Routledge,,,,,,,"ABSTRACTThis study examines the impact of using Twitter in the classroom on student political efficacy, interest, and engagement. Millennials use the virtual world to build social relationships and to obtain information. By envisioning the virtual world as a means to increase civic engagement, political science instructors can use technology to draw upon social networking, iterated interaction, and information sharing. Because taking political science and civics courses can boost civic engagement, students who are drawn to political science courses are more likely to already be interested in politics and have an increased knowledge. Therefore, what we demonstrate is that, while Twitter in and of itself does not independently foster civic engagement, employing it as a pedagogical tool taps into and strengthens the predispositions of students in political science classes, namely political interest and efficacy. Our results contribute to a fresh and much needed discussion in political science literature about ways to increase civic engagement of Millennials. ABSTRACTThis study examines the impact of using Twitter in the classroom on student political efficacy, interest, and engagement. Millennials use the virtual world to build social relationships and to obtain information. By envisioning the virtual world as a means to increase civic engagement, political science instructors can use technology to draw upon social networking, iterated interaction, and information sharing. Because taking political science and civics courses can boost civic engagement, students who are drawn to political science courses are more likely to already be interested in politics and have an increased knowledge. Therefore, what we demonstrate is that, while Twitter in and of itself does not independently foster civic engagement, employing it as a pedagogical tool taps into and strengthens the predispositions of students in political science classes, namely political interest and efficacy. Our results contribute to a fresh and much needed discussion in political science literature about ways to increase civic engagement of Millennials.",doi: 10.1080/15512169.2015.1082476,,,
7,,,"Choo, Suzanne S.",Towards a transnational model of critical values education: the case for literature education in Singapore,Asia Pacific Journal of Education,35,2,April,226--240,2015,,,http://dx.doi.org/10.1080/02188791.2014.922051,Asia Pacific Journal of Education,,,,,Routledge,,,,,,,"Once regarded as the most essential subject in the national curriculum vital for civilizing the public, English Literature has now lost its place of prominence. In this paper, I focus on Singapore where the subject was a core aspect of the colonial curriculum and where it is currently facing declining enrolment at the national examinations. In the first part of the paper, I discuss how Literature initially functioned to propagate colonial values education in Singapore and how, following Singapore's independence, its goals were overtaken by a nation-state model of values education. Limitations of this model provide the grounds for a transnational model of critical values education that, as I argue in the second part, may be powerfully conveyed through Literature. It is Literature's capacity to facilitate transnational critical engagements with values and explorations of identity especially involving highly sensitive aspects related to gender, race, and religion that represents the strongest justification in the light of its present demise. What Literature offers is the possibility of engaging with values beyond the confines of Empire or nation by grappling with essential questions about what it means to be a cosmopolitan as opposed to a nationalistic citizen inhabiting the world. Once regarded as the most essential subject in the national curriculum vital for civilizing the public, English Literature has now lost its place of prominence. In this paper, I focus on Singapore where the subject was a core aspect of the colonial curriculum and where it is currently facing declining enrolment at the national examinations. In the first part of the paper, I discuss how Literature initially functioned to propagate colonial values education in Singapore and how, following Singapore's independence, its goals were overtaken by a nation-state model of values education. Limitations of this model provide the grounds for a transnational model of critical values education that, as I argue in the second part, may be powerfully conveyed through Literature. It is Literature's capacity to facilitate transnational critical engagements with values and explorations of identity especially involving highly sensitive aspects related to gender, race, and religion that represents the strongest justification in the light of its present demise. What Literature offers is the possibility of engaging with values beyond the confines of Empire or nation by grappling with essential questions about what it means to be a cosmopolitan as opposed to a nationalistic citizen inhabiting the world.",doi: 10.1080/02188791.2014.922051,,,
7,,,"Connors, John Patrick; Lei, Shufei & Kelly, Maggi",Citizen Science in the Age of Neogeography: Utilizing Volunteered Geographic Information for Environmental Monitoring,Annals of the Association of American Geographers,102,6,November,1267--1289,2012,,,http://dx.doi.org/10.1080/00045608.2011.627058,Annals of the Association of American Geographers,,,,,Routledge,,,,,,,"The interface between neogeography and citizen science has great potential for environmental monitoring, but this nexus has been explored less often than each subject individually. In this article we review the emerging role of volunteered geographic information in citizen science and present a case study of an integrated tool set that engages multiple types of users (from targeted citizen-based observation networks, expert-driven focused monitoring, and opportunistic crowdsourcing efforts) in monitoring a forest disease in the western United States. We first introduce the overall challenge of data collection in environmental monitoring projects and then discuss the literature surrounding an emergent integration of citizen science and volunteered geographical information. We next explore how these methods characterize and underpin knowledge discovery and how multimodal interaction is supported so that a large spectrum of contributors can be included. These concepts are summarized in a conceptual model that articulates the important gradients of Web-based environmental monitoring: the users, the interaction between users and data, and the types of information generated. Using this model, we critically examine OakMapper.org, a Web site created by the authors to collect and distribute spatial information related to the spread of a forest disease, and discuss many of the core issues and new challenges presented by the intersection of citizen science and volunteered geographic information in the context of environmental monitoring. We argue that environmental monitoring can benefit from this synergy: The increased emphasis on a diversity of participants in knowledge production might help to reduce the gaps that have in the past divided the public, researchers, and policymakers in such efforts. The interface between neogeography and citizen science has great potential for environmental monitoring, but this nexus has been explored less often than each subject individually. In this article we review the emerging role of volunteered geographic information in citizen science and present a case study of an integrated tool set that engages multiple types of users (from targeted citizen-based observation networks, expert-driven focused monitoring, and opportunistic crowdsourcing efforts) in monitoring a forest disease in the western United States. We first introduce the overall challenge of data collection in environmental monitoring projects and then discuss the literature surrounding an emergent integration of citizen science and volunteered geographical information. We next explore how these methods characterize and underpin knowledge discovery and how multimodal interaction is supported so that a large spectrum of contributors can be included. These concepts are summarized in a conceptual model that articulates the important gradients of Web-based environmental monitoring: the users, the interaction between users and data, and the types of information generated. Using this model, we critically examine OakMapper.org, a Web site created by the authors to collect and distribute spatial information related to the spread of a forest disease, and discuss many of the core issues and new challenges presented by the intersection of citizen science and volunteered geographic information in the context of environmental monitoring. We argue that environmental monitoring can benefit from this synergy: The increased emphasis on a diversity of participants in knowledge production might help to reduce the gaps that have in the past divided the public, researchers, and policymakers in such efforts.",doi: 10.1080/00045608.2011.627058,,,
