BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Abstract,Custom2,Custom3,Custom4,Custom5
7,,,"Bellaby, Paul & Clark, Andrew",Might More Harm Be Done Than Good When Scientists and Engineers Engage with the Public About New Technology Before it is Fully Developed? The Case of Hydrogen Energy,"International Journal of Science Education, Part B",,,September,1--20,2015,,,http://dx.doi.org/10.1080/21548455.2015.1073404,"International Journal of Science Education, Part B",,,,,Routledge,,,,,,,"We report consultation about hydrogen energy at the Hydrogen Centre in South Wales with members of the public in the region. The Centre's research staff guided tours and outside sociologists made the independent assessment presented here. Hydrogen energy is a technology under development. The question is as follows: Does any risk to its future in consulting the public ?upstream? of its full development outweigh any risk in not consulting them? The Hydrogen Centre was started in 2008. In 2011, it opened to three age groups: Baccalaureate students of 14, Tertiary College students of 18?19 and adult members of a Citizens? Panel. The sociologists (1) observed how the Centre's prototype of micro-generation of hydrogen energy was presented; (2) conducted surveys before their visits?of what visitors knew and wanted to find out, and after?of what they learned; (3) facilitated deliberation in focus groups about what hydrogen implies both globally and for the region and (4) fed back the findings to a meeting of the Centre staff and others in the Low Carbon Research Institute for Wales (at Cardiff University, November 2011). In this paper, we focus on the reticence of Centre staff about the visits?for their research was incomplete and key equipment was lacking at the time. Yet the visitors appear to have learned about hydrogen energy, remedied some mistaken ideas and taken away positive impressions. We conclude that engaging with the public as the technology develops might not be a significant risk to research. Not to do so might be more of a risk. We report consultation about hydrogen energy at the Hydrogen Centre in South Wales with members of the public in the region. The Centre's research staff guided tours and outside sociologists made the independent assessment presented here. Hydrogen energy is a technology under development. The question is as follows: Does any risk to its future in consulting the public ?upstream? of its full development outweigh any risk in not consulting them? The Hydrogen Centre was started in 2008. In 2011, it opened to three age groups: Baccalaureate students of 14, Tertiary College students of 18?19 and adult members of a Citizens? Panel. The sociologists (1) observed how the Centre's prototype of micro-generation of hydrogen energy was presented; (2) conducted surveys before their visits?of what visitors knew and wanted to find out, and after?of what they learned; (3) facilitated deliberation in focus groups about what hydrogen implies both globally and for the region and (4) fed back the findings to a meeting of the Centre staff and others in the Low Carbon Research Institute for Wales (at Cardiff University, November 2011). In this paper, we focus on the reticence of Centre staff about the visits?for their research was incomplete and key equipment was lacking at the time. Yet the visitors appear to have learned about hydrogen energy, remedied some mistaken ideas and taken away positive impressions. We conclude that engaging with the public as the technology develops might not be a significant risk to research. Not to do so might be more of a risk.",doi: 10.1080/21548455.2015.1073404,,,
7,,,"Biggs, Amanda; Brough, Paula & Barbour, Jennifer P.",Relationships of individual and organizational support with engagement: Examining various types of causality in a three-wave study,Work & Stress,28,3,July,236--254,2014,,,http://dx.doi.org/10.1080/02678373.2014.934316,Work & Stress,,,,,Routledge,,,,,,,"The challenges associated with facilitating an organizational environment that promotes work engagement and is supportive of employee psychological well-being are well documented. This study focused on the longitudinal relationships between work engagement and three supportive job resources: supervisor support, colleague support and individual perceptions of the wider resource of work culture support. The sample comprised 1196 employees of an Australian state police service, both police officers and civilian staff, who completed self-report surveys across three waves of data collection. Work culture support predicted higher supervisor support, colleague support and work engagement over time lags of 12 and 18 months. Furthermore, work engagement was a significant predictor of work culture support over the two time lags. Significant indirect relationships were also observed. With the large volume of work-related factors potentially influencing work engagement, the results of this research assist in clarifying the specific supportive job resources that impact upon work engagement over time. The paper discusses practical implications for the promotion of support and work engagement within high-stress occupations. The challenges associated with facilitating an organizational environment that promotes work engagement and is supportive of employee psychological well-being are well documented. This study focused on the longitudinal relationships between work engagement and three supportive job resources: supervisor support, colleague support and individual perceptions of the wider resource of work culture support. The sample comprised 1196 employees of an Australian state police service, both police officers and civilian staff, who completed self-report surveys across three waves of data collection. Work culture support predicted higher supervisor support, colleague support and work engagement over time lags of 12 and 18 months. Furthermore, work engagement was a significant predictor of work culture support over the two time lags. Significant indirect relationships were also observed. With the large volume of work-related factors potentially influencing work engagement, the results of this research assist in clarifying the specific supportive job resources that impact upon work engagement over time. The paper discusses practical implications for the promotion of support and work engagement within high-stress occupations.",doi: 10.1080/02678373.2014.934316,,,
7,,,"Bolsen, Toby; Evans, Michael & Fleming, Anna McCaghren",A Comparison of Online and Face-to-Face Approaches to Teaching Introduction to American Government,Journal of Political Science Education,,,January,1--15,2016,,,http://dx.doi.org/10.1080/15512169.2015.1090905,Journal of Political Science Education,,,,,Routledge,,,,,,,"ABSTRACTThis article reports results from a large study comparing four different approaches to teaching Introduction to American Government: (1) traditional, a paper textbook with 100% face-to-face lecture-style teaching; (2) breakout, a paper textbook with 50% face-to-face lecture-style teaching and 50% face-to-face small-group breakout discussion sections moderated by graduate students; (3) blended, an interactive online textbook with face-to-face full-class meetings taught with a blend of lecture, discussions, and in-class activities; and (4) online only, an interactive online textbook with (almost) no face-to-face class meetings. We find that the mode of course delivery is significantly related to student academic engagement and performance as well as civic educational outcomes. Although drop rates were higher in the online only condition, students who successfully completed the online course were significantly more likely to express interest in discussing and participating in politics. Furthermore, students in the online only and blended conditions demonstrated significantly higher levels of objective political knowledge relative to students taking the course in a more traditional format. Finally, students enrolled in sections that assigned the interactive online textbook rated their textbook as significantly more beneficial to their learning experiences than did students who used the traditional paper textbook. ABSTRACTThis article reports results from a large study comparing four different approaches to teaching Introduction to American Government: (1) traditional, a paper textbook with 100% face-to-face lecture-style teaching; (2) breakout, a paper textbook with 50% face-to-face lecture-style teaching and 50% face-to-face small-group breakout discussion sections moderated by graduate students; (3) blended, an interactive online textbook with face-to-face full-class meetings taught with a blend of lecture, discussions, and in-class activities; and (4) online only, an interactive online textbook with (almost) no face-to-face class meetings. We find that the mode of course delivery is significantly related to student academic engagement and performance as well as civic educational outcomes. Although drop rates were higher in the online only condition, students who successfully completed the online course were significantly more likely to express interest in discussing and participating in politics. Furthermore, students in the online only and blended conditions demonstrated significantly higher levels of objective political knowledge relative to students taking the course in a more traditional format. Finally, students enrolled in sections that assigned the interactive online textbook rated their textbook as significantly more beneficial to their learning experiences than did students who used the traditional paper textbook.",doi: 10.1080/15512169.2015.1090905,,,
7,,,"von Busch, Otto",Collaborative Craft Capabilities: The Bodyhood of Shared Skills,The Journal of Modern Craft,6,2,July,135--146,2013,,,http://www.tandfonline.com/doi/abs/10.2752/174967813X13703633980731,The Journal of Modern Craft,,,,,Routledge,,,,,,,"AbstractWith the rise of the Internet, skills, patterns, and ideas are being shared more widely among people engaged in the crafts, which seems to break with some of the underlying assumptions about the lone genius craftsman. Much discourse about craft has been focused on the hands of the artisan, or the ?tacit? knowledge used by the maker, but as crafters collaborate in a larger extent some other perspectives could be of use, especially since the surrounding environment seems to take a more active involvement in the production than the mere maker. Increasing Internet prevalence has made this even more obvious, as do-it-yourself instruction and the sharing of skills are abundant in craft forums online, blurring the borders between influences, makers, and situated modes of production. This article examines some concepts and metaphors by which some of the potentials of craft collaborations could be understood. Combining theories of cognition from super-organisms like ant colonies and their ?bodyhood? with the ?capabilities approach? of Amartya Sen and the concept of educational sloyd, the text builds an associative framework for a perspective on how collaborations actualize new craft capabilities. In conclusion, the article proposes a wider understanding of do-it-yourself activities as a shared endeavor toward expanded collaborative capabilities; do-it-together rather than yourself. AbstractWith the rise of the Internet, skills, patterns, and ideas are being shared more widely among people engaged in the crafts, which seems to break with some of the underlying assumptions about the lone genius craftsman. Much discourse about craft has been focused on the hands of the artisan, or the ?tacit? knowledge used by the maker, but as crafters collaborate in a larger extent some other perspectives could be of use, especially since the surrounding environment seems to take a more active involvement in the production than the mere maker. Increasing Internet prevalence has made this even more obvious, as do-it-yourself instruction and the sharing of skills are abundant in craft forums online, blurring the borders between influences, makers, and situated modes of production. This article examines some concepts and metaphors by which some of the potentials of craft collaborations could be understood. Combining theories of cognition from super-organisms like ant colonies and their ?bodyhood? with the ?capabilities approach? of Amartya Sen and the concept of educational sloyd, the text builds an associative framework for a perspective on how collaborations actualize new craft capabilities. In conclusion, the article proposes a wider understanding of do-it-yourself activities as a shared endeavor toward expanded collaborative capabilities; do-it-together rather than yourself.",doi: 10.2752/174967813X13703633980731,,,
7,,,"Calland, Richard & Nakhooda, Smita",Participatory democracy meets the hard rock of energy policy: South Africa's National Integrated Resource Plan,Democratization,19,5,October,912--931,2012,,,http://dx.doi.org/10.1080/13510347.2012.709688,Democratization,,,,,Routledge,,,,,,,"South Africa faces a demanding period of policymaking in search of sustainable energy solutions, which are required if the country is to reduce future increase in its greenhouse gas emissions. The most recent platform for this process was the drafting of the Integrated Resource Plan 2 (IRP 2). The Constitutional provisions that require participation in law-making have been strengthened, placing an onus on government to facilitate public involvement. This article examines the extent to which constitutional and statutory duty to permit meaningful public participation was met in developing the IRP2. In South Africa there are many obstacles to effective engagement, attenuated by the complexities of the political context, social inequities, and imperatives of economic growth. The case demonstrates that where civil society organizations develop strategic and technical capacity, they can begin to overcome these obstacles and compete with incumbent corporate stakeholders whose vested interest lies in monopolizing more secretive and exclusionary decision processes, where government departments struggle to address the scale, urgency and inter-connected complexity of sustainable development. But the IRP 2 case study is also a cautionary tale that demonstrates the limits of what can be achieved through constructive dialogue if stakeholders have uneven access to decision-making processes and uneven capacity to have influence, especially in processes where a premium is placed on technical expertise and where that expert knowledge may be used to manipulate outcomes. South Africa faces a demanding period of policymaking in search of sustainable energy solutions, which are required if the country is to reduce future increase in its greenhouse gas emissions. The most recent platform for this process was the drafting of the Integrated Resource Plan 2 (IRP 2). The Constitutional provisions that require participation in law-making have been strengthened, placing an onus on government to facilitate public involvement. This article examines the extent to which constitutional and statutory duty to permit meaningful public participation was met in developing the IRP2. In South Africa there are many obstacles to effective engagement, attenuated by the complexities of the political context, social inequities, and imperatives of economic growth. The case demonstrates that where civil society organizations develop strategic and technical capacity, they can begin to overcome these obstacles and compete with incumbent corporate stakeholders whose vested interest lies in monopolizing more secretive and exclusionary decision processes, where government departments struggle to address the scale, urgency and inter-connected complexity of sustainable development. But the IRP 2 case study is also a cautionary tale that demonstrates the limits of what can be achieved through constructive dialogue if stakeholders have uneven access to decision-making processes and uneven capacity to have influence, especially in processes where a premium is placed on technical expertise and where that expert knowledge may be used to manipulate outcomes.",doi: 10.1080/13510347.2012.709688,,,
7,,,"Carr, Wylie; Yung, Laurie & Preston, Christopher",Swimming upstream: Engaging the American public early on climate engineering,Bulletin of the Atomic Scientists,70,3,May,38--48,2014,,,http://dx.doi.org/10.1177/0096340214531180,Bulletin of the Atomic Scientists,,,,,Routledge,,,,,,,"Calls for public participation in climate engineering research and governance have appeared in numerous scientific and policy reports on the topic, indicating a desire for transparency and public oversight. But meaningful public engagement can require more of scientists and regulatory agencies than many realize. Over the past several decades, researchers and practitioners have developed many different methodologies to enable citizens to productively engage with experts and policy makers about emerging scientific and technological issues such as climate engineering. In fact, the United Kingdom has already convened several public participation exercises on climate engineering. Now is the time for federal agencies in the United States to start similar processes. The public is ready to discuss climate engineering. Are American scientists and decision makers ready to reciprocate? Calls for public participation in climate engineering research and governance have appeared in numerous scientific and policy reports on the topic, indicating a desire for transparency and public oversight. But meaningful public engagement can require more of scientists and regulatory agencies than many realize. Over the past several decades, researchers and practitioners have developed many different methodologies to enable citizens to productively engage with experts and policy makers about emerging scientific and technological issues such as climate engineering. In fact, the United Kingdom has already convened several public participation exercises on climate engineering. Now is the time for federal agencies in the United States to start similar processes. The public is ready to discuss climate engineering. Are American scientists and decision makers ready to reciprocate?",doi: 10.1177/0096340214531180,,,
7,,,"Cobo, Cristobal",Networks for citizen consultation and citizen sourcing of expertise,Contemporary Social Science,7,3,November,283--304,2012,,,http://dx.doi.org/10.1080/21582041.2012.683445,Contemporary Social Science,,,,,Routledge,,,,,,,"This study aims to explore how public websites facilitate the creation of networks for citizen consultation. Evidence-based analysis is applied to European public-sector websites to determine the degree to which they adopt digital mechanisms and strategies to facilitate citizen participation and collaboration. This study analyses outstanding European public-sector websites as categorised by the European Commission at the 4th European eGovernment Awards (EeGA) 2009. These finalists, which were selected by independent judges, are taken as a representative sample of the range of eGovernment projects in Europe. Although other eGovernment projects with exemplary features certainly exist, the unbiased nature of this list, which consists of 52 finalists from 31 countries, provides an objective criterion for inclusion, thus making our sample analytically stronger than an opportunistic sample. The selected websites are analysed and classified based on the taxonomy of citizen participation elaborated by Dutton, who defines three levels of digital citizen engagement: (1) sharing, (2) contributing, and (3) co-creating knowledge. These constitute a matrix describing different levels of maturity in an e-democracy. The results of the analysis and the application of this methodology provide an overview of the strategies and policies adopted by European governments to promote and support e-democracy. Interestingly, the results also show that the vast majority of European Union (EU) public websites adopt strategies to promote only the earliest stages of digital citizen engagement, primarily at level 1. This study also reveals how the public sector utilises various tools, social networks and digital resources to create virtual networks of citizen consultation and citizen sourcing of expertise. A valuable result of this study is the taxonomy of digital citizen engagement and its operationalisation, which may be useful for future research. Finally, this work identifies practices, strategies and mechanisms for fostering e-democracy in the EU. This study aims to explore how public websites facilitate the creation of networks for citizen consultation. Evidence-based analysis is applied to European public-sector websites to determine the degree to which they adopt digital mechanisms and strategies to facilitate citizen participation and collaboration. This study analyses outstanding European public-sector websites as categorised by the European Commission at the 4th European eGovernment Awards (EeGA) 2009. These finalists, which were selected by independent judges, are taken as a representative sample of the range of eGovernment projects in Europe. Although other eGovernment projects with exemplary features certainly exist, the unbiased nature of this list, which consists of 52 finalists from 31 countries, provides an objective criterion for inclusion, thus making our sample analytically stronger than an opportunistic sample. The selected websites are analysed and classified based on the taxonomy of citizen participation elaborated by Dutton, who defines three levels of digital citizen engagement: (1) sharing, (2) contributing, and (3) co-creating knowledge. These constitute a matrix describing different levels of maturity in an e-democracy. The results of the analysis and the application of this methodology provide an overview of the strategies and policies adopted by European governments to promote and support e-democracy. Interestingly, the results also show that the vast majority of European Union (EU) public websites adopt strategies to promote only the earliest stages of digital citizen engagement, primarily at level 1. This study also reveals how the public sector utilises various tools, social networks and digital resources to create virtual networks of citizen consultation and citizen sourcing of expertise. A valuable result of this study is the taxonomy of digital citizen engagement and its operationalisation, which may be useful for future research. Finally, this work identifies practices, strategies and mechanisms for fostering e-democracy in the EU.",doi: 10.1080/21582041.2012.683445,,,
7,,,"Cote, Kyle & Emmett, Tara",Effective Implementation of ePortfolios: The Development of ePortfolios to Support Online Learning,Theory Into Practice,54,4,October,352--363,2015,,,http://dx.doi.org/10.1080/00405841.2015.1077642,Theory Into Practice,,,,,Routledge,,,,,,,"This article discusses the ePortfolio system for grades 9?12 at the Virtual Learning Academy Charter School (VLACS). ePortfolio implementation at VLACS developed from an Advisory course curriculum that supports students' journey toward becoming college, career, and citizenship ready. We provide a unique perspective for implementation in that VLACS is completely online. Drawing from experiences in brick-and-mortar schools, online instruction, and research on digital portfolio programs, we utilize online portfolios to build a virtual community and engage students in their learning. The article summarizes key components to ePortfolio implementation and highlights how ePortfolios enable VLACS students to both reflect on their experience as learners and demonstrate academic and professional competencies. This article discusses the ePortfolio system for grades 9?12 at the Virtual Learning Academy Charter School (VLACS). ePortfolio implementation at VLACS developed from an Advisory course curriculum that supports students' journey toward becoming college, career, and citizenship ready. We provide a unique perspective for implementation in that VLACS is completely online. Drawing from experiences in brick-and-mortar schools, online instruction, and research on digital portfolio programs, we utilize online portfolios to build a virtual community and engage students in their learning. The article summarizes key components to ePortfolio implementation and highlights how ePortfolios enable VLACS students to both reflect on their experience as learners and demonstrate academic and professional competencies.",doi: 10.1080/00405841.2015.1077642,,,
7,,,"Delicado, Ana",Environmental education technologies in a social void: the case of ‘Greendrive’,Environmental Education Research,18,6,December,831--843,2012,,,http://dx.doi.org/10.1080/13504622.2012.683849,Environmental Education Research,,,,,Routledge,,,,,,,"This article is based on a case study that follows the trajectory of a technological device aimed at environmental education from the engineering laboratory in which it was designed into the contexts in which it is used. ?Greendrive? is a driving simulator that accurately reproduces the performance of a vehicle in terms of fuel consumption and greenhouse gases emissions, in order to instill the principles of safe and environmentally friendly driving. The text is divided into three parts. The first part introduces the issue of transport behavior as one of the causes of climate change and the role of eco-driving in reducing emissions. The second part describes how a team of Portuguese engineering researchers developed the driving simulator and how a local authority and a consulting and training company are using it. Finally, the discussion part aims to show that despite the intentions of its creators and their clients, the driving simulator is unlikely, by itself, to generate changes in behavior. An information-deficit approach to environmental education that fails to consider the social embeddedness of human action and disregards the engagement of citizens has a very limited chance of success. This article is based on a case study that follows the trajectory of a technological device aimed at environmental education from the engineering laboratory in which it was designed into the contexts in which it is used. ?Greendrive? is a driving simulator that accurately reproduces the performance of a vehicle in terms of fuel consumption and greenhouse gases emissions, in order to instill the principles of safe and environmentally friendly driving. The text is divided into three parts. The first part introduces the issue of transport behavior as one of the causes of climate change and the role of eco-driving in reducing emissions. The second part describes how a team of Portuguese engineering researchers developed the driving simulator and how a local authority and a consulting and training company are using it. Finally, the discussion part aims to show that despite the intentions of its creators and their clients, the driving simulator is unlikely, by itself, to generate changes in behavior. An information-deficit approach to environmental education that fails to consider the social embeddedness of human action and disregards the engagement of citizens has a very limited chance of success.",doi: 10.1080/13504622.2012.683849,,,
7,,,"Desportes, I.; Waddell, J. & Hordijk, M.","Improving flood risk governance through multi-stakeholder collaboration: a case study of Sweet Home informal settlement, Cape Town",South African Geographical Journal,98,1,January,61--83,2016,,,http://dx.doi.org/10.1080/03736245.2015.1052842,South African Geographical Journal,,,,,Routledge,,,,,,,"Bringing a wider range of stakeholders together has become increasingly important in disaster risk reduction discourse, particularly in informal settlements located on marginal, flood-prone land in many cities of the global South. Attempts by the City of Cape Town (CCT) municipality, civil society organizations (CSOs) and affected residents to cope with floods, which impact about 88,000 households on the low-lying Cape Flats, reflect the ongoing political, social and technical constraints inherent in areas of informality. Using the flood-prone informal settlement of Sweet Home as a case study, a participatory, qualitative methodology was adopted to question the extent to which the CCT, CSOs and Sweet Home residents currently collaborate to address flood risk. Although the CCT's Flood and Storms Task Team is recognized as an innovative, collaborative and pro-active approach for addressing city-wide flood risk, shortcomings still remain. Focusing not only on ?why collaboration is necessary?, but also on ?how? collaboration can be achieved in the highly politicized context of South African informal settlements, this research identifies some of the critical barriers faced by stakeholders in Cape Town to address flood risk collaboratively. It explores how these barriers can be overcome and highlights the role that academics can play in creating more politically neutral platforms for stakeholders to engage with each other. Bringing a wider range of stakeholders together has become increasingly important in disaster risk reduction discourse, particularly in informal settlements located on marginal, flood-prone land in many cities of the global South. Attempts by the City of Cape Town (CCT) municipality, civil society organizations (CSOs) and affected residents to cope with floods, which impact about 88,000 households on the low-lying Cape Flats, reflect the ongoing political, social and technical constraints inherent in areas of informality. Using the flood-prone informal settlement of Sweet Home as a case study, a participatory, qualitative methodology was adopted to question the extent to which the CCT, CSOs and Sweet Home residents currently collaborate to address flood risk. Although the CCT's Flood and Storms Task Team is recognized as an innovative, collaborative and pro-active approach for addressing city-wide flood risk, shortcomings still remain. Focusing not only on ?why collaboration is necessary?, but also on ?how? collaboration can be achieved in the highly politicized context of South African informal settlements, this research identifies some of the critical barriers faced by stakeholders in Cape Town to address flood risk collaboratively. It explores how these barriers can be overcome and highlights the role that academics can play in creating more politically neutral platforms for stakeholders to engage with each other.",doi: 10.1080/03736245.2015.1052842,,,
